Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
HIV Vaccine Research and Design (HIVRAD) Program (P01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/350461,2026-03-13,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Cognitive Neuroscience,https://www.grants.gov/search-results-detail/350561,2025-08-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Alcohol Research-Related Resource Award (R24 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/351234,2026-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
GEOSPATIAL INTELLIGENCE PROCESSING AND EXPLOITATION (GeoPEX),https://www.grants.gov/search-results-detail/351240,2026-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Research Experiences for Teachers (RET) in Engineering and Computer Science,https://www.grants.gov/search-results-detail/350802,2025-10-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Education Programs in Atmospheric and Geospace Sciences,https://www.grants.gov/search-results-detail/332012,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
NIDA Core &quot;Center of Excellence&quot; Grant Program (P30 Clinical Trial Optional),https://www.grants.gov/search-results-detail/345149,2025-11-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Animal and Biological Material Resource Centers (P40) (Clinical Trials Not-Allowed),https://www.grants.gov/search-results-detail/345295,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Mentored Career Development Program for Early Stage Investigators Using Nonhuman Primate Research Models (K01 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/345322,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Collaborative Program Grant for Multidisciplinary Teams (RM1 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/345794,2026-01-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Manufacturing Systems Integration,https://www.grants.gov/search-results-detail/345354,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Limited Competition: Renewal of Centers of Biomedical Research Excellence (COBRE) (Phase 2) (P20 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/345025,2025-05-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
HEAL Commercialization Readiness Pilot (CRP) Program: Embedded Entrepreneurs for Small Businesses in Pain Management (SB1 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/345222,2025-09-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"National Cancer Institute Program Project Applications for the Years 2023, 2024, and 2025 (P01 Clinical Trial Optional)",https://www.grants.gov/search-results-detail/344891,2026-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Early-stage Biomedical Data Repositories and Knowledgebases (R24 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/350050,2026-01-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Limited Competition: Ruth L. Kirschstein National Research Service Award (NRSA) Postdoctoral Research Training Grant for the Clinical and Translational Science Awards (CTSA) Program (T32 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357838,2027-09-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIH Support for Conferences and Scientific Meetings (Parent R13 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356617,2027-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
AHRQ Mentored Career Enhancement Awards for Established Investigators in Patient-Centered Outcome Research (K18),https://www.grants.gov/search-results-detail/335143,2026-07-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
AHRQ Administrative Supplements for Grants in Health Services Research,https://www.grants.gov/search-results-detail/339320,2027-04-11,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
AHRQ Mentored Research Scientist  Career Development Award (K01),https://www.grants.gov/search-results-detail/343746,2025-11-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Joint DMS/NIGMS Initiative to Support Research at the Interface of the Biological and Mathematical Sciences,https://www.grants.gov/search-results-detail/340828,2025-09-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
RESEARCH INITIATIVES AT THE NAVAL POST GRADUATE SCHOOL,https://www.grants.gov/search-results-detail/337346,2026-01-13,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356910,2025-10-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE (INCLUDE) Clinical Research Short Course (R25 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/343901,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Implementation Research for Multi-morbidity Management in the Context of Non-communicable Diseases in Low- and Middle-Income Countries and US Tribal Populations  (R61/R33 Clinical Trial Required),https://www.grants.gov/search-results-detail/356852,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Mentored Research Scientist Development Award (Parent K01 Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/353752,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
AHRQ Health Services Research Demonstration and Dissemination Grants (R18),https://www.grants.gov/search-results-detail/352227,2029-05-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
AHRQ Health Services Research Projects (R01),https://www.grants.gov/search-results-detail/352218,2029-07-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Required),https://www.grants.gov/search-results-detail/353709,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Correctness for Scientific Computing Systems,https://www.grants.gov/search-results-detail/354144,2025-08-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIDCD Research Career Enhancement Award for Established Investigators (K18 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/352273,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NINDS Research Education Opportunities (R25 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/354176,2026-07-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Mentored Clinical Scientist Research Career Development Award (Parent K08  Independent Clinical Trial Required),https://www.grants.gov/search-results-detail/353745,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mentored Clinical Scientist Research Career Development Award (Parent K08  Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353746,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Division of Chemistry: Disciplinary Research Programs,https://www.grants.gov/search-results-detail/347749,2025-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"Exploratory Studies to Investigate Mechanisms of HIV infection, Replication, Latency, and/or Pathogenesis in the Context of Substance Use Disorders (R01 Clinical Trial Not Allowed)",https://www.grants.gov/search-results-detail/356371,2025-08-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Chemical Screening and Optimization Facility (X01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/348234,2026-04-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"Process Systems, Reaction Engineering, and Molecular Thermodynamics",https://www.grants.gov/search-results-detail/348793,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Cellular and Biochemical Engineering,https://www.grants.gov/search-results-detail/348794,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Disability and Rehabilitation Engineering,https://www.grants.gov/search-results-detail/348795,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Engineering of Biomedical Systems,https://www.grants.gov/search-results-detail/348796,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Computer Science for All,https://www.grants.gov/search-results-detail/352819,2026-02-11,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Developmental AIDS Research Center on Mental Health and HIV/AIDS (P30 Clinical Trial Optional),https://www.grants.gov/search-results-detail/353124,2026-08-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"Utilizing Equipment to Study Environmental Extrinsic Factors and Enhance Rigor and Reproducibility of Animal Research (R24, Clinical Trials Not-Allowed)",https://www.grants.gov/search-results-detail/352947,2026-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Nutrition Obesity Research Centers (P30 Clinical Trial Optional),https://www.grants.gov/search-results-detail/354218,2025-06-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
The NCI Transition Career Development Award (K22 Independent Clinical Trial Optional),https://www.grants.gov/search-results-detail/352285,2025-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Mentored Patient-Oriented Research Career Development Award (Parent K23  Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353461,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mentored Patient-Oriented Research Career Development Award (Parent K23 Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/353462,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Developmental Sciences,https://www.grants.gov/search-results-detail/352455,2025-07-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIDCD Research Career Enhancement Award for Established Investigators (K18 Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/352272,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDCD Research Career Enhancement Award for Established Investigators (K18 Clinical Trial Required),https://www.grants.gov/search-results-detail/352270,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Cyberinfrastructure for Public Access and Open Science,https://www.grants.gov/search-results-detail/353475,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Small Business Transition Grant for New Entrepreneurs (R43/R44 Clinical Trial Required),https://www.grants.gov/search-results-detail/353826,2027-04-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Emergency Competitive Revision to Existing NIH Awards (Emergency Supplement - Clinical Trial Optional),https://www.grants.gov/search-results-detail/353623,2027-04-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Midcareer Investigator Award in Patient-Oriented Research (Parent K24 Independent Clinical Trial Required),https://www.grants.gov/search-results-detail/353792,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Research to Advance the Science of Primary Care (R01),https://www.grants.gov/search-results-detail/353297,2029-11-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
Midcareer Investigator Award in Patient-Oriented Research (Parent K24 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353793,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Building Interdisciplinary Research Careers in Women's Health (BIRCWH) (K12 Clinical Trial Optional),https://www.grants.gov/search-results-detail/352637,2026-05-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Small Business Transition Grant for New Entrepreneurs (R41/R42 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353801,2027-04-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIA Career Transition Award (K22 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/352324,2025-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Revision Applications for Incorporation of Novel NCI-Supported Technology to Accelerate Cancer Research (P50 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357959,2025-10-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Small Business Transition Grant for New Entrepreneurs (R41/R42 Clinical Trial Required),https://www.grants.gov/search-results-detail/353803,2027-04-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Small Business Transition Grant for New Entrepreneurs (R43/R44 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353791,2027-04-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Population Assessment of Tobacco and Health (PATH) Study Biospecimen Access (X01),https://www.grants.gov/search-results-detail/349976,2026-10-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIDA Mentored Clinical Scientist Development Program Award in Substance Use and Substance Use Disorder Research (K12 Clinical Trial Optional),https://www.grants.gov/search-results-detail/351679,2026-11-13,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"Decision, Risk and Management Sciences - Doctoral Dissertation Research Improvement Grants",https://www.grants.gov/search-results-detail/349980,2025-08-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NINDS Exploratory Clinical Trials for Small Business (R41/R42 Clinical Trial Required),https://www.grants.gov/search-results-detail/351150,2026-09-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
International Research Scientist Development Award (IRSDA) (K01 Independent Clinical Trial Required),https://www.grants.gov/search-results-detail/351871,2026-03-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Condensed Matter and Materials Theory,https://www.grants.gov/search-results-detail/349654,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
GROWING CONVERGENCE RESEARCH,https://www.grants.gov/search-results-detail/351889,2026-02-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
High Priority HIV and Substance Use Research (RM1 Clinical Trial Optional),https://www.grants.gov/search-results-detail/351847,2027-02-11,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Research on Innovative Technologies for Enhanced Learning,https://www.grants.gov/search-results-detail/350347,2025-11-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
AHRQ Understanding and Improving Diagnostic Safety in Ambulatory Care:  Incidence and Contributing Factors (R01),https://www.grants.gov/search-results-detail/349962,2028-07-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Alcohol and Other Substance Use Research Education Programs for Health Professionals (R25 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/349692,2026-05-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/350943,2026-10-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Cancer Research Education Grants Program - Curriculum or Methods Development (R25 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/350280,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
U.S. Army Research Institute for the Behavioral and Social Sciences Broad Agency Announcement for Basic Research (Fiscal Year 2026),https://www.grants.gov/search-results-detail/358408,2025-07-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Joint Center of Excellence for Advanced Materials Research,https://www.grants.gov/search-results-detail/39841,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
NCI Research Specialist (Core-based Scientist) Award (R50 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/349829,2025-11-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Seeking Products to Address Social Needs impacting Substance Use Disorders (SUD) (R41/R42 Clinical Trial Optional),https://www.grants.gov/search-results-detail/350387,2026-03-13,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Competing Revisions to Existing NIH Single Project Research Grants and Cooperative Agreements (Clinical Trial Optional),https://www.grants.gov/search-results-detail/351124,2026-11-24,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Native American Research Centers for Health (NARCH) (S06 Clinical Trial Optional),https://www.grants.gov/search-results-detail/348514,2026-08-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Catalysis,https://www.grants.gov/search-results-detail/348932,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Centers of Excellence in Genomic Science (RM1 Clinical Trial Optional),https://www.grants.gov/search-results-detail/347494,2025-06-23,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Limited Competition: Centers of Biomedical Research Excellence (COBRE) (Phase 3) - Transitional Centers (P30 Clinical Trial Optional),https://www.grants.gov/search-results-detail/349206,2025-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
AHRQ Health Services Research Dissertation Program (R36),https://www.grants.gov/search-results-detail/347918,2028-05-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Maximizing Investigators Research Award (MIRA) for Early Stage Investigators (ESI) (R35 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/347720,2026-02-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Mentored Career Transition Award for Intramural  Fellows (K22 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/347654,2026-03-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Nanoscale Interactions,https://www.grants.gov/search-results-detail/347323,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Thermal Transport Processes,https://www.grants.gov/search-results-detail/347324,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Particulate and Multiphase Processes,https://www.grants.gov/search-results-detail/347325,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Interfacial Engineering,https://www.grants.gov/search-results-detail/347326,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Biophotonics,https://www.grants.gov/search-results-detail/347327,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Environmental Sustainability,https://www.grants.gov/search-results-detail/347328,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Electrochemical Systems,https://www.grants.gov/search-results-detail/347329,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
HEAL Initiative: Interdisciplinary Team Science to Uncover the Mechanisms of Pain Relief by Medical Devices (RM1 Clinical Trial Optional),https://www.grants.gov/search-results-detail/347797,2025-06-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Mathematical Sciences Postdoctoral Research Fellowships,https://www.grants.gov/search-results-detail/349280,2025-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIAID New Innovators Awards (DP2 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/348507,2025-10-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
IUSE: Innovation in Two-Year College STEM Education,https://www.grants.gov/search-results-detail/347967,2025-12-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
HIV/AIDS Scholars Using Nonhuman Primate (NHP) Models Program (K01 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/348961,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Plasma Physics,https://www.grants.gov/search-results-detail/350018,2025-11-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Centers of Research Excellence in Science and Technology,https://www.grants.gov/search-results-detail/348375,2026-12-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"Energy, Power, Control, and Networks",https://www.grants.gov/search-results-detail/348258,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Limited Competition: National Primate Research Centers (P51) (Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/348407,2026-05-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Center for Inherited Disease Research (CIDR) High Throughput Sequencing and Genotyping Resource Access (X01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/348409,2026-07-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Research Infrastructure in the Social and Behavioral Sciences,https://www.grants.gov/search-results-detail/350469,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Systems-Based Approaches to Improve Patient Safety by Improving Healthcare Worker Safety and Well-Being (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/351315,2029-01-19,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
WINDOWS ON THE UNIVERSE: THE ERA OF MULTI-MESSENGER ASTROPHYSICS,https://www.grants.gov/search-results-detail/349929,2025-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NINDS Exploratory Clinical Trials for Small Business (R43/R44 Clinical Trial Required),https://www.grants.gov/search-results-detail/351149,2026-09-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Inflation Reduction Act - Transmission Siting and Economic Development Program,https://www.grants.gov/search-results-detail/350022,2025-06-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
University Student Research Challenge (USRC),https://www.grants.gov/search-results-detail/356485,2025-06-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NHLBI Outstanding Investigator Award (OIA) (R35 Clinical Trial Optional),https://www.grants.gov/search-results-detail/353821,2027-04-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NHLBI Emerging Investigator Award (EIA) (R35 Clinical Trial Optional),https://www.grants.gov/search-results-detail/353822,2027-04-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
U.S. National Science Foundation Research Traineeship (NRT) Program,https://www.grants.gov/search-results-detail/356119,2025-09-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NINDS Renewal Awards of SBIR Phase II Grants (Phase IIB) for Pre-Clinical Research (R44 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/355061,2027-04-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
"Artificial Intelligence, Formal Methods, and Mathematical Reasoning",https://www.grants.gov/search-results-detail/352796,2026-02-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Clinical Trial Required),https://www.grants.gov/search-results-detail/352635,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/352634,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Independent Scientist Award (Parent K02 - Independent Clinical Trial Required),https://www.grants.gov/search-results-detail/353756,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDCD Mentored Career Development Award for Postdoctorate Au.D./Ph.D. Audiologists (K01 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/352636,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
MINORITY SERVING INSTITUTIONS PARTNERSHIP PROGRAM (MSIPP) CONSORTIA GRANT PROGRAM (CGP),https://www.grants.gov/search-results-detail/351714,2026-06-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Independent Scientist Award (Parent K02 - Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353758,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Independent Scientist Award (Parent K02 Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/353824,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIH Pathway to Independence Award (Parent K99/R00 Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/353761,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mentored Patient-Oriented Research Career Development Award (Parent K23  Independent Clinical Trial Required),https://www.grants.gov/search-results-detail/353458,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353762,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Avenir Award Program for Chemistry and Pharmacology of Substance Use Disorders (DP1- Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/344128,2025-08-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Mentored Career Transition Award for Intramural Fellows (K22 Clinical Trials Required),https://www.grants.gov/search-results-detail/347656,2026-03-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
FDA Support for Conferences and Scientific Meetings (R13 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/344880,2025-10-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Strengthening the Cyberinfrastructure Professionals Ecosystem  (SCIPE),https://www.grants.gov/search-results-detail/344609,2026-01-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Major Research Instrumentation Program,https://www.grants.gov/search-results-detail/344610,2025-11-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
SBE Postdoctoral Research Fellowships,https://www.grants.gov/search-results-detail/343980,2025-11-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Biomedical Technology Optimization and Dissemination Center (BTOD)(RM1-Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/346659,2026-01-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/350945,2026-10-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"Topical Workshops, Symposiums, and Conferences (TWSC-24) in Space and Earth Sciences and Technology",https://www.grants.gov/search-results-detail/350581,2026-11-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Modules for Enhancing Biomedical Research Workforce Training (R25 - Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/351109,2026-01-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Defense Security Cooperation University - Research Grants,https://www.grants.gov/search-results-detail/349804,2028-08-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
"Specialized Programs of Research Excellence (SPOREs) in Human Cancers for Years 2024, 2025, and 2026 (P50 Clinical Trial Required)",https://www.grants.gov/search-results-detail/350299,2026-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
AHRQ Improving Diagnostic Safety in Ambulatory Care: Strategies and Interventions (R18),https://www.grants.gov/search-results-detail/349951,2028-05-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Division of Materials Research: Topical Materials Research Programs,https://www.grants.gov/search-results-detail/349655,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
"Pioneering Aerospace Capabilities, Engineering and Research (PACER)",https://www.grants.gov/search-results-detail/349554,2043-05-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2043
NCI Pathway to Independence Award for Early-Stage Postdoctoral Researchers (K99/R00 - Independent Clinical Trial Required),https://www.grants.gov/search-results-detail/350944,2026-10-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Seeking Products to Address Social Needs impacting Substance Use Disorders (SUD) (R43/R44 Clinical Trial Optional),https://www.grants.gov/search-results-detail/350388,2026-03-13,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIDDK Education Program Grants (R25 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/351601,2026-01-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NCI Research Specialist (Laboratory-based Scientist) Award (R50 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/349828,2025-11-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Smart Health and Biomedical Research in the Era of Artificial Intelligence and Advanced Data Science,https://www.grants.gov/search-results-detail/349838,2025-10-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
